Argument,Label
"""You can never give anyone a break. If you do, they'll walk all over you.""",faulty generalization
"Don't let your cousin borrow $10.00. Next, he's going to be borrowing money from you every day.",faulty generalization
"If we ban Hummers because they are bad for the environment eventually the government will ban all cars, so we should not ban Hummers.",faulty generalization
"If we let our child out of his room, eventually he will want to leave the house, and will end up on the street. If he is walking around on the street then he will be snatched up by a stranger and sold into slavery in a remote region on the World.",faulty generalization
"Don't ever steal! Once you start, you won't be able to stop, and you'll end up bankrupt.",faulty generalization
"If you eat that cookie tonight, you'll eat ten tomorrow, and by this time next year, you'll be eating 1 million cookies a day.",faulty generalization
"If I go to the bathroom, I will miss the notes, then I'll do poorly on a test, then I won't get into college, so I won't go to the bathroom.",faulty generalization
"""If I raise you, I must raise everyone, and then the company goes bankrupt.""",faulty generalization
"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!",faulty generalization
"If you're going to add that much salt to the soup, you might as well pour the whole box in!",faulty generalization
one thing leads to another and another and another. . . creates a 'snowball'Â effect.,faulty generalization
If we get rid of assault weapons for citizens then we will also soon lose freedom of speech and all freedoms as other countries rush in to conquer us (if the zombies don't exterminate us first!),faulty generalization
"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.",faulty generalization
"Lindsay's mom is concerned when she finds out that Lindsay skipped class one day. She tells Lindsay that she will now start skipping more frequently. Then she will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of her life. What type of fallacy has Lindsay's mom committed?",faulty generalization
Justin claimed that passing federal laws to control the amount of violence in music is the first step in a process that will eventually result in absolute government control of the media and total censorship over all forms of artistic expression. Of what fallacy is this an example?,faulty generalization
